"College Code","Name of the College/Institution","University","State","District Name","Pincode","Institute Email","Institute Type","Accreditation Type","Accreditation Valid Upto","Status"
"23012            		  View Course","DR. R. DAYAL PRIVATE ITI","National Council For Vocational Training, New Delhi","Bihar","Bhojpur","802158","rdayaliti2013@gmail.com","Private","","Not Available","Active"
"23013            		  View Course","ZAHOOR PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Bhojpur","802301","zahooriti@gmail.com","Private","","Not Available","Active"
"23014            		  View Course","MANER PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Patna","801108","manerpvtiti@gmail.com","Private","","Not Available","Active"
"23015            		  View Course","BHAVISHYA BHARTI TECHNICAL PRIVATE INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Begusarai","851101","bbiti2012@gmail.com","Private","","Not Available","Active"
"23016            		  View Course","BHARTI PRIVATE INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Patna","804453","bhartiitipvt@gmail.com","Private","","Not Available","Active"
"23017            		  View Course","SHREE SAI BABA INDUSTRIAL TRAINING CENTRE","National Council For Vocational Training, New Delhi","Bihar","Bhagalpur","812001","ssbitc101@gmail.com","Private","","Not Available","Active"
"23018            		  View Course","HITACHI INDUSTRIAL TRAINING CENTRE","National Council For Vocational Training, New Delhi","Bihar","Bhagalpur","812001","hitachiitc@gmail.com","Private","","Not Available","Active"
"23019            		  View Course","BHAGALPUR INDUSTRIAL TRAINING CENTRE","National Council For Vocational Training, New Delhi","Bihar","Bhagalpur","812001","bhagalpur101@gmail.com","Private","","Not Available","Active"
"23020            		  View Course","SIR SHEOSAGAR RAMGULAM INDUSTRIAL TRAINING  CENTRE","National Council For Vocational Training, New Delhi","Bihar","Bhojpur","802162","ssriti2010@gmail.com","Private","","Not Available","Active"
"23021            		  View Course","AL SAMAD PRIVATE INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Katihar","854105","alsamaditi@gmail.com","Private","","Not Available","Active"
"23022            		  View Course","SEPHALI PVT. I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Gaya","823002","sephalipvtiti@gmail.com","Private","","Not Available","Active"
"23023            		  View Course","SIDDHARTH INDUSTRIAL TRAINING CENTRE","National Council For Vocational Training, New Delhi","Bihar","Gaya","823002","siddharthitigaya967@gmail.com","Private","","Not Available","Active"
"23025            		  View Course","NAMDA PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Patna","800024","namdapatna@gmail.com","Private","","Not Available","Active"
"23026            		  View Course","NAMDA INDUSTRIAL TRAINING CENTRE","National Council For Vocational Training, New Delhi","Bihar","Sitamarhi","843320","namdapupri@gmail.com","Private","","Not Available","Active"
"23027            		  View Course","MAITREYI (PVT.) INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Sitamarhi","843302","maitreyiiti@gmail.com","Private","","Not Available","Active"
"23028            		  View Course","SHERGHATI PVT. I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Gaya","824211","sherghatipvtiti@gmail.com","Private","","Not Available","Active"
"23029            		  View Course","NAMDA PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Samastipur","848101","namdasamastipur@gmail.com","Private","","Not Available","Active"
"23030            		  View Course","GAURI MEMORIAL PVT. I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Gaya","805131","gaurimemorialpvtiti@gmail.com","Private","","Not Available","Active"
"23031            		  View Course","ISHA PVT. I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Gaya","823002","ishapvtiti@gmail.com","Private","","Not Available","Active"
"23032            		  View Course","YAMUNA MUNKA PVT. I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Jehanabad","804417","yamunamunkaiti@gmail.com","Private","","Not Available","Active"
"23033            		  View Course","MGM INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Vaishali","844502","mgmitihp@gmail.com","Private","","Not Available","Active"
"23034            		  View Course","INTEGRATED INFOTECH PRIVATE ITI","National Council For Vocational Training, New Delhi","Bihar","Darbhanga","847105","itibaheri@gmail.com","Private","","Not Available","Active"
"23035            		  View Course","SHREE NARAYAN MEDICAL INSTITUTE AND HOSPITAL","Bhupendra Narayan Mandal University, Madhepura or Bihar University of Health Sciences, Patna","Bihar","Saharsa","852201","rksingh_gaya@yahoo.com","Private","","Not Available","Active"
"23036            		  View Course","KAMLA KAPILESHWAR COLLEGE OF PHARMACY","Bihar University of Health Sciences, Patna","Bihar","Vaishali","844509","kkcpvaishali@gmail.com","Private","","Not Available","Active"
"23037            		  View Course","LAL DEVI NURSING AND PARAMEDICAL INSTITUTE","Bihar Nurses Registration Council Patna","Bihar","Saharsa","852201","principal.dv@snmih.in","Private","","Not Available","Active"
"23038            		  View Course","DEPARTMENT OF EDUCATION, PATNA WOMEN'S COLLEGE","Patna University, Patna","Bihar","Patna","800001","info@pwcbed.org","Government","","Not Available","Active"
"23039            		  View Course","GOVERNMENT WOMEN I.T.I., GAYA","National Council For Vocational Training, New Delhi","Bihar","Gaya","823001","womenitigaya@gmail.com","Government","","Not Available","Active"
"23040            		  View Course","GLOBAL INSTITUTE OF NURSING AND PARAMEDICAL SCIENCES","Bihar Nurses Registration Council Patna","Bihar","Patna","801102","enlightenedmindsedu@gmail.com","Private","","Not Available","Active"
"23041            		  View Course","COLLEGE OF PHARMACY","Bihar University of Health Sciences, Patna","Bihar","Nalanda","803116","rajgircollege@gmail.com","Private","","Not Available","Active"
"23042            		  View Course","YASHODANAND COLLEGE OF PHARMACY","Bihar University of Health Sciences, Patna","Bihar","Nalanda","803109","yashodanand2019@gmail.com","Private","","Not Available","Active"
"23043            		  View Course","OM SRI SAI PHARMACY COLLEGE OF EDUCATION","Bihar University of Health Sciences, Patna","Bihar","Madhubani","847234","info@osspce.com","Private","","Not Available","Active"
"23044            		  View Course","SIDHNATH  MEERA COLLEGE OF HIGHER EDUCATION","Bihar University of Health Sciences, Patna","Bihar","Bhojpur","802160","smhighereducation022@gmail.com","Private","","Not Available","Active"
"23045            		  View Course","SEEMANCHAL DEGREE COLLEGE","Bihar University of Health Sciences, Patna or Bihar Nurses Registration Council Patna","Bihar","Araria","854311","sdcararia2022@gmail.com","Private","","Not Available","Active"
"23046            		  View Course","R.B.S.R.D.R. COLLEGE","Bihar University of Health Sciences, Patna or  Bihar Nurses Registration Council Patna","Bihar","Vaishali","844102","rbsrdrnursingcollege@gmail.com","Private","","Not Available","Active"
"23047            		  View Course","SAI BABA INSTITUTE OF PHARMACEUTICAL SCIENCES","Bihar University of Health Sciences, Patna, Aryabhatta Knowledge University, Patna","Bihar","Muzaffarpur","843122","sbipsmuzaffarpur@gmail.com","Private","","Not Available","Active"
"23048            		  View Course","SHREE BALAJI INSTITUTE OF NURSING AND PARAMEDICALS","Bihar University of Health Sciences, Patna or Bihar Nurses Registration Council Patna","Bihar","Sheikhpura","811101","shreebalajinursing.net@gmail.com","Private","","Not Available","Active"
"23049            		  View Course","LUV KUSH NURSING INSTITUTE","Bihar University of Health Sciences, Patna or Bihar Nurses Registration Council Patna","Bihar","Katihar","854116","luvkusheducationwelfaretrust@gmail.com","Private","","Not Available","Active"
"23050            		  View Course","PATLIPUTRA COLLEGE OF PHARMACY AND TECHNOLOGY","Bihar University of Health Sciences, Patna","Bihar","Patna","801118","amharafoundation@gmail.com","Private","","Not Available","Active"
"23051            		  View Course","VIVEKANAND INSTITUTE OF PHARMACY","Bihar University of Health Sciences, Patna","Bihar","Saran","841301","vipchhapra@gmail.com","Private","","Not Available","Active"
"23052            		  View Course","IMPACT COLLEGE OF LAW","Patliputra University","Bihar","Patna","800007","icl@impactcollege.in","Private","","Not Available","Active"
"23053            		  View Course","RAHMANIA INSTITUTE OF NURSING AND PARAMEDICAL SCIENCES","Bihar University of Health Sciences, Patna,Bihar Nurses Registration Council Patna","Bihar","East Champaran","845401","drmarahmantrust@gmail.com","Private","","Not Available","Active"
"23054            		  View Course","GYANJYOTI SCHOOL OF NURSING","Bihar Nurses Registration Council Patna","Bihar","Darbhanga","846004","rkravindra69@gmail.com","Private","","Not Available","Active"
"23055            		  View Course","KAILASH SUSHIL GNM NURSING INSTITUTE","Bihar University of Health Sciences, Patna, Bihar Nurses Registration Council Patna","Bihar","Purnia","854304","kailashsushilnursinginstitute@gmail.com","Private","","Not Available","Active"
"23056            		  View Course","BAIDYANATH INSTITUTE OF NURSING AND PARAMEDICAL SCIENCES","Bihar University of Health Sciences, Patna, Bihar Nurses Registration Council Patna","Bihar","Jamui","811316","baidyanathinstitutions@gmail.com","Private","","Not Available","Active"
"23057            		  View Course","RCH NURSING COLLEGE","Bihar Nurses Registration Council Patna, Bihar University of Health Sciences, Patna","Bihar","Siwan","841232","rchnursingcollege5@gmail.com","Private","","Not Available","Active"
"23058            		  View Course","TRISHA NURSING INSTITUTE","Bihar University of Health Sciences, Patna, Bihar Nurses Registration Council Patna","Bihar","Patna","804453","trishanursinst@gmail.com","Private","","Not Available","Active"
"23059            		  View Course","S K M COLLEGE OF NURSING AND PARAMEDICAL","Bihar University of Health Sciences, Patna, Bihar Nurses Registration Council Patna","Bihar","Banka","813211","skmpakaria@gmail.com","Private","","Not Available","Active"
"23060            		  View Course","AHS NURSING COLLEGE","Bihar University of Health Sciences, Patna, Bihar Nurses Registration Council Patna","Bihar","Samastipur","848129","info@ahscollege.com","Private","","Not Available","Active"
"23061            		  View Course","B L PHARMACY COLLEGE","Bihar University of Health Sciences, Patna","Bihar","Aurangabad","824121","blpharmacycollege1@gmail.com","Private","","Not Available","Active"
"23062            		  View Course","EXALT COLLEGE OF EDUCATION","Babasaheb Bhimrao Ambedkar Bihar Uuniversity","Bihar","Vaishali","844101","exaltexamdeptt@gmail.com","Private","","Not Available","Active"
"23063            		  View Course","ABHA TEACHERS TRAINING INSTITUTE","Babasaheb Bhimrao Ambedkar Bihar Uuniversity","Bihar","Muzaffarpur","844127","attibedinstitute@gmail.com","Private","","Not Available","Active"
"23064            		  View Course","GOVERNMENT MEDICAL COLLEGE, VIRUDHUNAGAR","The Tamilnadu Dr. MGR Medical University, Chennai","Tamil Nadu","Virudhunagar","626002","deangmcvnr@gmail.com","Government","","Not Available","Active"
"23065            		  View Course","SAHEED LAXMAN NAYAK MEDICAL COLLEGE AND HOSPITAL, KORAPUT","Berhampur University","Odisha","Koraput","764020","slnmchkoraput.od@gov.in","Government","","Not Available","Active"
"23066            		  View Course","GOVERNMENT WOMEN INDUSTRIAL TRAINING INSTITUTE, BUXAR","National Council For Vocational Training, New Delhi","Bihar","Buxar","802101","witibuxar@gmail.com","Government","","Not Available","Active"
"23067            		  View Course","GOVERNMENT I.T.I., DUMRAON","National Council For Vocational Training, New Delhi","Bihar","Buxar","802125","govtitidumraon@gmail.com","Government","","Not Available","Active"
"23068            		  View Course","GOVERNMENT I.T.I., BUXAR","National Council For Vocational Training, New Delhi","Bihar","Buxar","802101","govtitibuxar@gmail.com","Government","","Not Available","Active"
"23069            		  View Course","MOTILAL NEHRU COLLEGE","University of Delhi","Delhi","New Delhi","110021","motilalnehru64@gmail.com","Government","","Not Available","Active"
"23070            		  View Course","CHANAKYA FOUNDATION","Bihar University of Health Sciences, Patna, Aryabhatta Knowledge University, Patna, Patliputra University, Patna","Bihar","Patna","801109","gagan.chanakya@gmail.com","Private","","Not Available","Active"
"23071            		  View Course","ARJUN COLLEGE OF NURSING","Bihar University of Health Sciences, Patna, Bihar Nurses Registration Council Patna","Bihar","Bhagalpur","853204","arjuncollege2018@gmail.com","Private","","Not Available","Active"
"23072            		  View Course","PANACEA MEDICAL EDUCATION INSTITUTIONS","Bihar University of Health Sciences, Patna, Bihar Nurses Registration Council Patna","Bihar","Samastipur","848102","pmei.samastipur@gmail.com","Private","","Not Available","Active"
"23073            		  View Course","DT INSTITUTE OF NURSING AND PARAMEDICAL","Bihar Nurses Registration Council Patna","Bihar","Samastipur","848101","dtinstitute@gmail.com","Private","","Not Available","Active"
"23074            		  View Course","SRI RAJ NURSING TRAINING INSTITUTE AND PARA MEDICAL INSTITUTE","Bihar University of Health Sciences, Patna","Bihar","Patna","800001","srthospital@gmail.com","Private","","Not Available","Active"
"23077            		  View Course","MODERN INSTITUTE OF PARAMEDICAL SCIENCES","Bihar University of Health Sciences, Patna","Bihar","Banka","813104","miparamedicalbanka@gmail.com","Private","","Not Available","Active"
"23078            		  View Course","ORIENTAL COLLEGE OF TECHNOLOGY","Rajiv Gandhi Proudyogiki Vishwavidyalaya, Barkatullah University Bhopal","Madhya Pradesh","Bhopal","462021","directoroct@oriental.ac.in","Private","NBA","2026-06-30","Active"
"23079            		  View Course","KRUPAJAL ENGINEERING COLLEGE","Biju Patnaik University of Technology, Odisha","Odisha","Khordha","751002","kec_principal@krupajal.ac.in","Private","NAAC","2028-10-17","Active"
"23080            		  View Course","GIET SCHOOL OF PHARMACY","Andhra University","Andhra Pradesh","East Godavari","533296","gietpharmacy@gmail.com","Private","NAAC","Not Available","Active"
"23081            		  View Course","ADITYA DEGREE COLLEGE, KAKINADA","Adikavi Nannaya University","Andhra Pradesh","East Godavari","533003","adckkd@aditya.ac.in","Private","NAAC","2028-08-01","Active"
"23082            		  View Course","ARYA MAHILA P.G. COLLEGE","Banaras Hindu University","Uttar Pradesh","Varanasi","221010","ampgc.vns@gmail.com","Private","NAAC","2027-04-11","Active"
"23083            		  View Course","EINSTEIN ACADEMY OF TECHNOLOGY AND MANAGEMENT","Biju Patnaik University of Technology","Odisha","Khordha","752060","principal@eatm.in","Private","NBA","2025-06-30","Active"
"23084            		  View Course","KIPM COLLEGE OF ENGINEERING AND TECHNOLOGY, GORAKHPUR","Dr. A.P.J. Abdul Kalam Technical University","Uttar Pradesh","Gorakhpur","273209","directorengg@kipm.edu.in","Private","NBA","2026-06-30","Active"
"23085            		  View Course","APEEJAY STYA UNIVERSITY","Apeejay Stya University","Haryana","Gurugram","122103","registrar@asu.apeejay.edu","Private","NAAC","2028-09-06","Active"
"23086            		  View Course","PRATISHTA INSTITUTE OF PHARMACEUTICAL SCIENCES, SURYAPET","Jawaharlal Nehru Technological University","Telangana","Suryapet","508214","pratishta.pharmacy@yahoo.com","Private","NAAC","2028-02-27","Active"
"23088            		  View Course","SANJEEVANI AAROGYA SANSTHAN G.N.M. TRAINING SCHOOL","Bihar Nurses Registration Council Patna","Bihar","Patna","803201","sanjeevaniarogyasansthan@gmail.com","Private","","Not Available","Active"
"23089            		  View Course","INSTITUTE OF TECHNOLOGY AND MANAGEMENT","Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal, Jiwaji University, Gwalior","Madhya Pradesh","Gwalior","474001","itm.office2015@gmail.com","Private","NBA","2025-06-30","Active"
"23090            		  View Course","SYMBIOSIS INSTITUTE OF MEDIA AND COMMUNICATION (SIMC), PUNE","Constituent of SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)","Maharashtra","Pune","412115","admissions@simc.edu","Private","NIRF","Not Available","Active"
"23091            		  View Course","ARYAMAN COLLEGE OF HIGHER STUDIES","Bihar University of Health Sciences, Patna","Bihar","Vaishali","844114","achsvaishali@gmail.com","Private","","Not Available","Active"
"23092            		  View Course","INDIAN INSTITUTE OF EDUCATION","Bihar University of Health Sciences, Patna","Bihar","Patna","801104","nbcohepatna@gmail.com","Private","","Not Available","Active"
"23093            		  View Course","DASHRATH PRASAD RAMNANDAN PANDEY B.ED. COLLEGE","Magadh University","Bihar","Aurangabad","824121","dprpbed@gmail.com","Private","","Not Available","Active"
"23094            		  View Course","SHUKLA COLLEGE OF PROFESSIONAL EDUCATION","Aryabhatta Knowledge University, Patna","Bihar","Sitamarhi","843325","scopesitamarhi@gmail.com","Private","","Not Available","Active"
"23095            		  View Course","KALYAN SEVA SANSTHAN COLLEGE OF NURSING","Bihar University of Health Sciences, Patna, Bihar Nurses Registration Council Patna","Bihar","Jamui","811316","ksscnprincipal@gmail.com","Private","","Not Available","Active"
"23096            		  View Course","ANAMIKA NURSING AND PARAMEDICAL COLLEGE","Bihar University of Health Sciences, Patna, Bihar Nurses Registration Council Patna","Bihar","Katihar","854106","anamikanursingcollegekatihar@gmail.com","Private","","Not Available","Active"
"23097            		  View Course","SACHCHIDANAND SINHA COLLEGE","Magadh University","Bihar","Aurangabad","824101","ssinhacollege@gmail.com","Private","NAAC","2027-05-23","Active"
"23098            		  View Course","MARWADI UNIVERSITY","Marwadi University","Gujarat","Rajkot","360003","registrar@marwadiuniversity.ac.in","Private","NAAC","2028-11-06","Active"
"23099            		  View Course","SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY","SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY","Haryana","Gurugram","122505","info@sgtuniversity.org","Private","NAAC","2028-10-11","Active"
"23100            		  View Course","ICAR INDIAN VETERINARY RESEARCH INSTITUTE, IZATNAGAR","Deemed University","Uttar Pradesh","Bareilly","243122","registrar.ivri@gmail.com","Government","","Not Available","Active"
"23101            		  View Course","SILCHAR MEDICAL COLLEGE AND HOSPITAL, SILCHAR","Srimanta Shankardeva University of Health Sciences","Assam","Cachar","788014","principlsmc@gmail.com","Government","","Not Available","Active"
"23102            		  View Course","JB INSTITUTE OF TECHNOLOGY","Directorate Of Technical Education, Srinagar (Garhwal), Veer Madho Singh Bhandari Uttarakhand Technical University, Dehradun","Uttarakhand","Dehradun","248197","contact@jbitdoon.com","Private","NAAC","2029-03-27","Active"
"23103            		  View Course","GANDHI INSTITUTE OF EXCELLENT TECHNOCRATS","State Council for Technical and Vocational Training, Odisha, Biju Patnaik University of Technology","Odisha","Khordha","752054","info@gietbbsr.edu.in","Private","NAAC","2028-07-07","Active"
"23104            		  View Course","ST. PAUL TEACHERS' TRAINING COLLEGE BIRSINGHPUR","Lalit Narayan Mithila University","Bihar","Samastipur","848102","spttcbirsinghpur@gmail.com","Private","NAAC","2029-02-13","Active"
"23105            		  View Course","VAIDEHI INSTITUTE OF NURSING AND HIGHER EDUCATION","Bihar University of Health Sciences, Patna, Bihar Nurses Registration Council Patna","Bihar","Sitamarhi","843320","puprivaidehiinstitute@gmail.com","Private","","Not Available","Active"
"23106            		  View Course","SRI AUROBINDO COLLEGE","Delhi University","Delhi","New Delhi","110017","principal@aurobindo.du.ac.in","Government","","Not Available","Active"
"23107            		  View Course","ST. WILFRED'S P.G. COLLEGE","University of Rajasthan","Rajasthan","Jaipur","302020","stwilfredscollege@gmail.com","Private","NAAC","2029-02-13","Active"
"23108            		  View Course","DR. C.V. RAMAN UNIVERSITY","Dr. C.V. Raman University","Chhattisgarh","Bilaspur","495113","info@cvru.ac.in","Private","NAAC","2028-12-14","Active"
"23109            		  View Course","THE KAVERY ENGINEERING COLLEGE","Anna University","Tamil Nadu","Salem","636453","principal804@hotmail.com","Private","NAAC","2028-07-07","Active"
"23110            		  View Course","SENGUNTHAR ARTS AND SCIENCE COLLEGE","Periyar University, Salem","Tamil Nadu","Namakkal","637205","info@senguarts.co.in","Private","NAAC","2028-08-11","Active"
"23111            		  View Course","NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY","Anna University","Tamil Nadu","Coimbatore","641105","admissions@nehrucolleges.com","Private","NAAC","2027-08-01","Active"
"23112            		  View Course","NEHRU INSTITUTE OF TECHNOLOGY","Anna University","Tamil Nadu","Coimbatore","641105","nitprincipal@nehrucolleges.com","Private","NAAC","2027-11-28","Active"
"23113            		  View Course","NEHRU COLLEGE OF ENGINEERING AND RESEARCH CENTRE","A.P.J. Abdul Kalam Technological University","Kerala","Thrissur","680588","ngikadmissions@nehrucolleges.com","Private","NAAC","2026-11-15","Active"
"23114            		  View Course","JAWAHARLAL COLLEGE OF ENGINEERING AND TECHNOLOGY","A.P.J. Abdul Kalam Technological University","Kerala","Palakkad","679301","principal@jawaharlalcolleges.com","Private","NAAC","2028-02-27","Active"
"23115            		  View Course","NOIDA INTERNATIONAL UNIVERSITY","Noida International University","Uttar Pradesh","Gautam Buddh Nagar","201312","registrar@niu.edu.in","Private","NAAC","Not Available","Active"
"23116            		  View Course","DR. SUDHIR CHANDRA SUR INSTITUTE OF TECHNOLOGY AND SPORTS COMPLEX","Maulana Abul Kalam Azad University of Technology","West Bengal","North 24 Parganas","700074","info@dsec.ac.in","Private","NBA","2026-06-30","Active"
"23117            		  View Course","MEGHNAD SAHA INSTITUTE OF TECHNOLOGY","Maulana Abul Kalam Azad University of Technology, West Bengal","West Bengal","Kolkata","700150","subhadra@msit.edu.in","Private","NBA","2026-06-30","Active"
"23118            		  View Course","BABA FARID COLLEGE OF ENGINEERING AND TECHNOLOGY","Maharaja Ranjit Singh Punjab Technical University","Punjab","Bathinda","151001","principalbfcet@babafaridgroup.com","Private","NAAC","2029-01-24","Active"
"23119            		  View Course","ST. MARY'S GROUP OF INSTITUTIONS, HYDERABAD","State Board of Technical Education and Training, Hyderabad, Jawaharlal Nehru Technological University, Hyderabad","Telangana","Yadadri Bhuvanagiri","508284","principald0@stmarysgroup.com","Private","NAAC","2029-01-31","Active"
"23120            		  View Course","GOVERNMENT ENGINEERING COLLEGE BUXAR","Aryabhatta Knowledge University, Patna, Bihar Engineering University, Patna","Bihar","Buxar","802103","gecbuxar@gmail.com","Government","","Not Available","Active"
"23121            		  View Course","INSTITUTE OF MANAGEMENT AND PLANNING AND ADVANCED COMPUTER TRAINING (IMPACT)","Aryabhatta Knowledge University, Patna","Bihar","Patna","800007","info@impactcollege.in","Private","","Not Available","Active"
"23122            		  View Course","SAGE UNIVERSITY, INDORE","Sage University, Indore","Madhya Pradesh","Indore","452020","director.admission@sageuniversity.in","Private","NAAC","2028-12-18","Active"
"23123            		  View Course","CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Chhattisgarh Swami Vivekanand Technical University","Chhattisgarh","Durg","490026","principal.011.csvtu@gmail.com","Private","NAAC","2029-03-13","Active"
"23124            		  View Course","JAIPUR NATIONAL UNIVERSITY","Jaipur National University","Rajasthan","Jaipur","302017","admissions@jnujaipur.ac.in","Private","NAAC","2029-04-24","Active"
"23125            		  View Course","SRI SAI PRIVATE INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Saran","841202","sspvt.iti1987@gmail.com","Private","","Not Available","Active"
"23126            		  View Course","VAISHALI PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Saran","841217","vaishalipiti@gmail.com","Private","","Not Available","Active"
"23127            		  View Course","NEW RADIANT PVT. I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Saran","841402","nradiantpvtiti@gmail.com","Private","","Not Available","Active"
"23128            		  View Course","MAA  AMBIKA BHAWANI PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Saran","841207","gyan12121985@gmail.com","Private","","Not Available","Active"
"23129            		  View Course","NAVBHARAT PRIVATE I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Vaishali","844101","navbharatitc.hzp@gmail.com","Private","","Not Available","Active"
"23130            		  View Course","LORD BUDDHA PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Siwan","841226","lbpvtiti@gmail.com","Private","","Not Available","Active"
"23131            		  View Course","MAHENDRA NATH PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Siwan","841238","mnitimaharajganj@gmail.com","Private","","Not Available","Active"
"23132            		  View Course","BABA MAHENDRA NATH PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Siwan","841238","bmpvtitisiwan@gmail.com","Private","","Not Available","Active"
"23133            		  View Course","RAM SWAROOP PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Siwan","841413","rsitijamo@gmail.com","Private","","Not Available","Active"
"23134            		  View Course","PARIJAT PRIVATE INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Jamui","811307","parijatpvtiti11@gmail.com","Private","","Not Available","Active"
"23135            		  View Course","GILANI PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Nalanda","811101","gilanipvt@gmail.com","Private","","Not Available","Active"
"23136            		  View Course","ADITYA SAURAV PRIVATE I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Sheikhpura","811101","adityasaurav2281@gmail.com","Private","","Not Available","Active"
"23137            		  View Course","APP DEEPO BHAV NURSING COLLEGE","Bihar Nurses Registration Council Patna","Bihar","Madhubani","847402","appdeepobhavedu@gmail.com","Private","","Not Available","Active"
"23138            		  View Course","NETAJI SUBHASH CHANDRA BOSE MEDICAL COLLEGE, JABALPUR","Madhya Pradesh Medical Science University, Jabalpur","Madhya Pradesh","Jabalpur","482003","nscbmcjb@gmail.com","Government","","Not Available","Active"
"23139            		  View Course","GOVERNMENT MEDICAL COLLEGE, SINDHUDURG","Maharashtra University of Health Sciences, Nashik","Maharashtra","Sindhudurg","416812","deangmcsindudurg@gmail.com","Government","","Not Available","Active"
"23140            		  View Course","L. T. NURSING INSTITUTE","Bihar University of Health Sciences, Patna, Bihar Nurses Registration Council Patna","Bihar","Bhojpur","802316","ltnursinginstitute@gmail.com","Private","","Not Available","Active"
"23142            		  View Course","MAHABIR NURSING SCHOOL AND COLLEGE","Bihar University of Health Sciences, Patna, Bihar Nurses Registration Council Patna","Bihar","Muzaffarpur","842001","4uawanish@gmail.com","Private","","Not Available","Active"
"23143            		  View Course","A. M. COLLEGE, GAYA DEPT. OF EDUCATION (B.ED.)","Magadh University","Bihar","Gaya","823001","ambedcollegegaya@gmail.com","Private","NAAC","2024-11-25","Active"
"23144            		  View Course","SACHCHIDANAND SINHA COLLEGE (FACULTY OF PHARMACY)","Bihar University of Health Sciences, Patna, Magadh University","Bihar","Aurangabad","824101","ssinhacollege@gmail.com","Private","NAAC","2027-05-23","Active"
"23145            		  View Course","ARKA JAIN UNIVERSITY","Arka Jain University","Jharkhand","SERAIKELA KHARSAWAN","832108","info@arkajainuniversity.ac.in","Private","NAAC","2029-02-21","Active"
"23146            		  View Course","CT INSTITUTE OF ENGINEERING, MANAGEMENT AND TECHNOLOGY","I. K. Gujaral Punjab Technical University","Punjab","Jalandhar","144020","directorctiemt@ctgroup.in","Private","NAAC","2029-03-20","Active"
"23147            		  View Course","MANGALMAY INSTITUTE OF MANAGEMENT AND TECHNOLOGY","Dr. A.P.J. Abdul Kalam Technical University","Uttar Pradesh","Gautam Buddh Nagar","201310","registrar@mangalmay.org","Private","NAAC","2028-10-26","Active"
"23148            		  View Course","TAMILNADU COLLEGE OF ENGINEERING","Anna University","Tamil Nadu","Coimbatore","641659","tce@tnce.in","Private","NAAC","2028-11-29","Active"
"23149            		  View Course","GOKUL GLOBAL UNIVERSITY","Gokul Global University","Gujarat","Patan","384151","registrar@gokuluniversity.ac.in","Private","NAAC","2029-04-17","Active"
"23150            		  View Course","SMT. MANORAMA DEVI NURSING AND ALLIED SCIENCE INSTITUTE","Bihar Nurses Registration Council Patna","Bihar","Banka","813106","manoramadevinursinginstitute2019@gmail.com","Private","","Not Available","Active"
"23151            		  View Course","YAMUNA NURSING INSTITUTE","Bihar Nurses Registration Council Patna","Bihar","Begusarai","851131","yamunanursinginstitute@gmail.com","Private","","Not Available","Active"
"23152            		  View Course","GOVERNMENT POLYTECHNIC, ARWAL","State Board of Technical Education","Bihar","Arwal","804423","principalgparwal@gmail.com","Government","","Not Available","Active"
